product,verified,rating,date,author,content,title
Apple - HomePod - Space Gray,1,4,13 Oct 2020,Maxxx,"Sound is amazing but have had continuous problems with connection to WiFi.  Regardless, sound quality beats everything else I’ve considered or what my friends have (Sonos, Alexa).",Amazing sound
Apple - HomePod - Space Gray,1,5,13 Oct 2020,chuy26,"Loving this so far. I can ask it questions, use it to play music and now have the app set up to where it controls multiple lights around my house. Great addition.",Great Multitasker
Apple - HomePod - Space Gray,1,5,13 Oct 2020,Greatbuyloveit,"I love my purchase! Best sounding WiFi speaker. 
M",Great speaker
Apple - HomePod - Space Gray,1,5,13 Oct 2020,Cavon8777,Works great. Siri can hear your precisely without yelling. The audio from speaker is too notch,Sounds great
Apple - HomePod - Space Gray,1,3,13 Oct 2020,Goodfaith,I love the HomePod. It very sleek and fit into my office and home decor with ease. It practically invisible due to the great color scheme. Perfect!,Great product
Apple - HomePod - Space Gray,1,5,13 Oct 2020,bruce,i bought these for all my friends for christmas! the sound is amazing! it makes you want to take it apart & see how it does it!! lol. incredible full sound! makes a nice little secretary! you can ask or tell it to do almost anything!,the best bang for the bucks!
Apple - HomePod - Space Gray,1,5,13 Oct 2020,DCBoston,"If you are invested in the Apple ecosystem, this is by and far the best speaker to get the most out of your music library and music streaming services. With Siri built in, it makes voice commanding your home simple and easy.",Awesome sound system
Apple - HomePod - Space Gray,1,5,13 Oct 2020,Budahaa41,Apple did it again great product picks up low voices from a distance superior to all the other smart speakers except Siri needs a major update To compete with Alexa I would definitely recommend this to a friend look forward to updated HomePods in the,Perfect
Apple - HomePod - Space Gray,1,5,13 Oct 2020,Anne,Great sound for music! I think it is excellent! So easy to set up.,Love it!
Apple - HomePod - Space Gray,1,5,13 Oct 2020,Papa,"This is was bought for my younger son based on the recommendation of his older brother. I am glad I bought it, he loves it. The sound is crisp and clear. Planning to get one for myself for Christmas.",Great sound
Apple - HomePod - Space Gray,1,4,13 Nov 2017,shawd1,"This is my 2nd Homepod and I have set it up in stereo mode with my other Homepod. They sound pretty nice. They have tons of bass. I actually have to change the EQ setting in my iPhone music to bass reducer for the sake of my neighbors. If I didn't already have a surround sound system I would probably set the Homepods up as my Apple TV speakers, especially for music listening. With the upcoming Atmos feature upgrade I might still try that out. Word to the wise: Get a pair of microfiber gloves, like the ones used to move a TV, these homepods are fingerprint magnets, and especially the white one is hard to clean once it has a smudge on it.",Nice speaker with boomy bass
Apple - HomePod - Space Gray,1,5,13 Oct 2020,Jay88,Siri works great and sound quality is amazing however still held back by siri's features,Excellent Sound
Apple - HomePod - Space Gray,1,5,13 Oct 2020,KillerEC514,"I don’t think I’ve ever described a tech product as “lonely” before, but it’s the word I thought about the most as I was reviewing Apple’s new HomePod.",Underrated Quality Speaker
Apple - HomePod - Space Gray,1,5,13 Oct 2020,teknique,Sounds great.  Controls smart devices.  WHAT ELSE DO YOU NEED?!,Homekit / Apple Music / Apple Ecosystem MUST HAVE
Apple - HomePod - Space Gray,1,5,13 Oct 2020,Appleuser,I really like the Apple HomePod.   Great sound and Siri functionality.,Great speaker!
Apple - HomePod - Space Gray,1,5,13 Oct 2020,MegaHighDon,"We needed a hub for our smart home devices, and it was either this or apple TV. We didn't have a need for Apple TV since all of our TV's are smart TV's, and our living room TV (LG CX 55"") already has an Apple TV app. It can hear you from a pretty good distance and is very fast to do whatever you ask it to. 

We don't use it much as a speaker, since we use our living room surround sound for that, but when we tested it out it definitely pumps out a lot of sound as well as a decent amount of bass for something of its size.

Overall, I would recommend it if you can get it on sale, like I did (199.99 instead of 299.99). Or just wait until the next generation comes out.",Get it if its on sale
Apple - HomePod - Space Gray,1,5,13 Oct 2020,Henalc01,This is a must have!!  Doing quality is amazing and the daily use of it makes it a great purchase,Love this and apple
Apple - HomePod - Space Gray,1,4,13 Oct 2020,jordandr99,"The HomePod has been a great speaker for my loving room entertainment. It has great sound quality that literally fills the space! Works great with my AppleTV and really the only thing that would make it better if there was a wireless speaker model. I’d love to carry this powerful sound around without having a cord. Also, I wish it connected via Bluetooth and not only the AirPlay connection.",What a powerful home speaker!
Apple - HomePod - Space Gray,1,5,13 Oct 2020,harry,"the quality and the sound are unique, with the latest update I'll bet that it is the best speaker on the market",amazing gadget for home
Apple - HomePod - Space Gray,1,5,13 Oct 2020,0001,"I was looking for something with better quality sound and this Apple Homepod did not disappoint. In fact, I was so impressed that quickly I ordered 2 more for my daughter and son! The bass driver is the difference as compared to all the other competing products. A very full sounding and powerful speaker system that is can connect to my phone, to the wifi, etc. Totally amazing build quality. I also wanted to get it before Apple switches to a reputed smaller cheaper scaled DOWN model! And it was on sale to boot! Thanks Best Buy!",I was not disappointed!
Apple - HomePod - Space Gray,1,5,13 Oct 2020,Mikey,Need another one to fill the house.  Excellent product,Awesome
Apple - HomePod - Space Gray,1,5,13 Oct 2020,RisingAgain,Great sound. Have two of them hooked up to my TV!!,Awesome Bass.
Apple - HomePod - Space Gray,1,5,13 Oct 2020,Danny,We went to service desk and the associate double checked the computer and went to storage and brought it to us.,Home Pod
Apple - HomePod - Space Gray,1,5,13 Oct 2020,FilmFanFlimFlam,Worth every penny for tremendous sound quality. Siri and Airplay are a cherry on top.,Sounds amazing
Apple - HomePod - Space Gray,1,5,13 Oct 2020,Pertinax,I’m really impressed with the sound quality of the HomePod and I think an excellent deal when on sale at $199 *if* you are in the Apple ecosystem like I am. I only wish it had a line out and other connectivity options. It’s sole purpose in my home is to play music so I don’t use the smart speaker functions often as I have an Echo Dot sitting right next to it for that.,I didn’t expect to like as much as I do
Apple - HomePod - Space Gray,1,5,13 Oct 2020,Dania,"In my opinion, HomePod blows Alexa or google play out of the water.",Great for the Home
Apple - HomePod - Space Gray,1,5,13 Oct 2020,Holzcman80,The best speaker on the market period. Works for all my needs!,Great speaker
Apple - HomePod - Space Gray,1,5,13 Oct 2020,Winn941,Great service every time I come into the store best bestbuy in town,Great service
Apple - HomePod - Space Gray,1,4,13 Oct 2020,Flower1447,"I am not very tech savvy but this gadget or pod is terrific on top of my kitchen counter to play music and news.  All I have to do is say ""Hey Siri - play some classical music or play the latest NPR news or play some French love songs.  It is also interactive with my other Apple products so you can make a call or send a text using the pod.  Terrific sound too - not tinny.  I have already recommended it to several friends.",Terrific gadget
Apple - HomePod - Space Gray,1,4,13 Oct 2020,Steverino,"Bought this to replace an Amazon Echo device. Sound quality is vastly superior. Digital assistant functionality has been less impressive, but I am learning quirks. Overall very satisfied with purchase!",The good and bad...
Apple - HomePod - Space Gray,1,5,13 Oct 2020,AKing,"Control all your devices, play news, enjoy Apple Music!",Best ever!
Apple - HomePod - Space Gray,1,5,13 Nov 2017,Minuterice14,I have not regretted purchasing this Apple HomePod. Well worth every penny paid for it. Love the full sound that fills my room. Makes me look forward to cutting on my musical selections in the afternoons. I purchased two and would another if needed.,My HomePod Rocks!
Apple - HomePod - Space Gray,1,5,13 Nov 2017,Jimmyjames,Amazing product. Amazing sound from anywhere in the house. Highly recommended.,HomePod
Apple - HomePod - Space Gray,1,5,13 Nov 2017,Keefer,"Absolutely best WiFi speaker for the price, they don’t make this quality product anywhere & added great price at Best Buy- you can’t go wrong!!",My HomePod
Apple - HomePod - Space Gray,1,5,13 Nov 2017,Mulvone19,"Pricey but best smart home speaker on the market, no surprise for Apple.",Great speaker
Apple - HomePod - Space Gray,1,5,13 Nov 2017,funnyhp,"It was great deal, as expected every time Best Buy make perfect work. Nice price and amazing quality, and  costumer service !!!",Sound Corning
Apple - HomePod - Space Gray,1,4,13 Nov 2017,xntrq,Bought it as a gift. Was very much appreciated. Stylish looking.,Apple home pod
Apple - HomePod - Space Gray,1,5,13 Nov 2017,Luke,"The quality of these speakers outshines most others. The home automation ecosystem has been lacking due to this being the only option up until late 2020. Siri, despite what haters may claim, works just as well as the multitude of Alexas we have around the house. The Homepods definitely take the cake on sound quality, even by comparison to Amazon’s highest end Echo Studio and Sub combo. It is on par with the more expensive Sonos units; but you can get HomePods for $199 if you catch them on sale and, thus, this makes them a better value than compatible Sonos. Sonos has the benefit of a large ecosystem full of a myriad of options.

The call quality on these is superb, second to know, it may even be their best feature. People on the other end are completely unaware that I’m not talking on my phone. I’ve also been on the other end of these calls and can attest to this observation. It is simply astounding how well they isolate your voice. This definitely surpasses Alexa, Google, and even similarly priced Sonos units.

It also integrates much better with our home automation on a grand scale than our Alexa units; working with more lights and smart home devices overall. We just simply have more Alexas due to cost. We use the pair of HomePods exclusively for music and phone calls due to this fact.

However, I’m only rating this as 5 stars with the knowledge that the ecosystem is FINALLY expanding with the Mini; if not for that, this would probably get 4, maybe even 3, stars. Apple simply waited too long to break out of this single-unit shell.","Flawless call quality, limited ecosystem"
Apple - HomePod - Space Gray,1,2,13 Nov 2017,GreatSound,"No complaints on the sound because it is awesome, Especially at $199.99 when Best Buy had a sale. Unfortunately since I bought a set of two, the connection To the WiFi is less than Stellar. It keeps wanting to connect to 4g instead of 5g that it’s set to so I often have to manually reset it again and again. Also because i bought two for my loft, I’d like to play both of the same thing music without setting them as Right and Left speakers because they’re in different “rooms” in the loft, but that can’t be done without using AirPlay. Bf and I used his Sonos throughout the loft before and it worked great. Never had an issue with connection or setting it up as individual Or paired speakers. I thought the sound quality would override The need of testy setups but I was wrong. I wouldn’t have bought these if I knew what I know now, even with the better sound. I’d recommend Sonos over these even though they don’t sound as robust for the connection and tethering options. Also, when I connect one of the speakers to Watch a Netflix show on my MacBook Pro, there was a 1-2 sec lag in audio. My laptop is. A few years old but nothing to the point where this should happen.",Sounds great but bad connection
Apple - HomePod - Space Gray,1,4,13 Nov 2017,Chad,"Great sound. Looks stylish. Easy to use with an iPhone. Could use better Spotify integration. Siri integration isn’t as good as Alexa, especially for smart hone features.",Apple’s Answer to Alexa
Apple - HomePod - Space Gray,1,5,13 Nov 2017,cakefornoreaaon,"Because it's the Apple smart speaker, of course it's a little locked down, really offering only AirPlay 2 and Apple Music as options to get your tunes. (Though a software update still due in 2020 supposedly adds support for other services, it's not here yet.)

What I love about the HomePod, though, is its deep bass in its small size, especially if you create a stereo pair. I've done some in-store and at-home listening, and a pair of HomePods definitely gives a single Sonos Five a run for its money in raw sound quality.

I've also had very good luck using a HomePod pair instead of a soundbar with an Apple TV, and supposedly the same update that adds support for other music services will allow you to pair an Apple TV 4K with a pair of HomePods for Atmos support. (We'll see how good it actually is, but even if it's not perfect, the price is better than shelling out for another wireless speaker system.)

In short, you get more out of a HomePod if you're deep in the Apple ecosystem, but everything I've heard played on one sounds great.","Amazing sound quality, even better in a pair!"
Apple - HomePod - Space Gray,1,5,13 Nov 2017,John,Best sounding smart speaker I purchased so far. Get it on sale too.,Amazing sound
Apple - HomePod - Space Gray,1,2,13 Nov 2017,stach,"As an Apple ecosystem family, I would be their favorite customer to buy a HomePod for my living room.  I give it some stars *at all* for having pretty good sound quality for the size.  It's on par with Sonos, just a different tone.  You could be happy with either as a speaker, go with the best price.

I don't like the Siri implementation for this.  My house has probably 10 devices that respond to Siri for various reasons.  HomePod will hog the Siri usage, and HomePod can't control the same things my phone or iPad can.  For example, my phone can voice control into my Apple TV 4K.  If HomePod hears this, it doesn't work. I often use Siri to make personal or work calls during the day.  I don't necessarily want to use the HomePod for that, but if it's in the room.... It's just no good.  Same for my wife, she says Hey Siri to her phone but the call goes out from the HomePod which is registered to me.

Not very smart.  Returned.",Returned
Apple - HomePod - Space Gray,1,4,13 Nov 2017,Jayy,"HomePods are good speakers. They’re very useful for music, Siri requests etc.",HomePod
Apple - HomePod - Space Gray,1,4,13 Nov 2017,Alice,Not worth it Siri can’t do anything you ask a question and it’s always I don’t know response but it dose have a good bass for the music,Not worth it
Apple - HomePod - Space Gray,1,5,13 Nov 2017,Stevensonmaye,This purchase was random for me but it has turned out to be one of my favorite purchases. I still have not figured out all of the features of my HomePod .,Maye Family
Apple - HomePod - Space Gray,1,5,13 Nov 2017,Argus96,Great speaker that does everything that I want it to do and more. Have 2 in stereo and they sound even better.... the HomePod features are very easy to use as well,Apple home pod
Apple - HomePod - Space Gray,1,5,13 Nov 2017,Lv2boat78,Good quality sound that fills the room. Easy to use and connect with our other Apple products.,Apple HomePod
Apple - HomePod - Space Gray,1,5,13 Nov 2017,aaronm94,"This is my third HomePod. I now have one in my living room, bar, and upstairs bathroom. It’s amazing to hear the same music play all around the house. The sound quality is incredible, and Siri is WAY better at understanding me than google and Alexa ever were. I can create playlists, add to current playlists, tell her what songs I like and dislike, and hear a perfectly curated station when I ask her to “play some music I like.” I recommend these to anyone who uses Apple Music.",Simply Perfect
Apple - HomePod - Space Gray,1,5,13 Nov 2017,Valanda,"I’ll put it this way:  I went back 2 days later and bought another one to go with it. It has Superb sound.  I was looking for small speakers to go in my wood shop and considered everything that was in the portable Bluetooth category when I walked by the Apple stuff and remembered these.  I tried them out and —well they blow away the quality of pretty much everything else in their price range.  I bought them to be speakers first, the fact that they are also voice control for home automation and intercom—well that is a nice extra!!",I bought not 1 but 2!
Apple - HomePod - Space Gray,1,5,13 Oct 2020,JustSomeGuy,This is the second HomePod I’ve gotten from Best Buy. They sound great and help us control our smart home. The speaker sounds great for music and movies. My only disappointment is that Siri on the HomePod is missing some functionality that is has on the phone.,"Sounds great in stereo mode, or on its own."
Apple - HomePod - Space Gray,1,5,13 Oct 2020,EHERSCH,"Superior sound to other ""home"" speakers. Seamless for those already embedded in Apple.",Perfect for the Apple Ecosystem
Apple - HomePod - Space Gray,1,5,13 Oct 2020,Rick,Great speaker from apple it does put out the sound.,apple home pod
Apple - HomePod - Space Gray,1,4,13 Oct 2020,Jooe,Siri may not be able to do as much and seach the web and what not. But the sound quality is unmatched by other smart speakers. Also don't buy unless its on sale for $200,Best SOUND from a smart speaker
Apple - HomePod - Space Gray,1,5,13 Oct 2020,AAGK,"This is my second HomePod, pairing them in stereo produces great sound for music and works great streaming movies/TV on my AppleTV",Awesome speaker
Apple - HomePod - Space Gray,1,5,13 Sep 2020,Zae13,"The product works beautifully. The sound is really surprising. I also enjoy arguing with Siri. The One draw back is that it requires an I-pod, I-phone, or I-tablet to set up - and cannot be set up with any other apple device, or if this is your only apple device. 

I had to borrow a friend's I-phone to set up the device and have some of my functionality limited as a result, but I bought it to play music and keep timers - so, it works enough for me. I am sad that it does not work with the other things apple makes or as a stand alone apple product. 

I don't like the I-phone, I-tablet, and have no use of an I-pod... so the fact that they chose those to be paired with it, seems odd to me. And I actually DO own a MacBook that I use for work and drafting articles. Sadly, Apple missed the concept on fore-thought with this item.

The only hard part about setting up this thing was finding someone with an I-device I could use.",One very big surprise.
Apple - HomePod - Space Gray,1,5,13 Sep 2020,CalloRules,"I have owned 2 of these for a while now.  I used them as a pair for stereo sound.  The bass produced by the pair is good.  They are easy to control with voice commands or the app.  I also connect them to my Apple TV for sound when I am watching shows on the Apple TV.   I do not use it for home automation as I have other devices for that.  The only complaint I have, is that if you accidentally touch the top of the speaker they will start to play music.  Then you have to give the command to stop the music.  All around great speaker.",Great sound in a small package
Apple - HomePod - Space Gray,1,5,13 Sep 2020,MIMI,Barely use it but I do love it when I do. I see a lot of holiday music being played on it very soon!,Love It
Apple - HomePod - Space Gray,1,3,13 Sep 2020,Krnlbraf,"The speaker itself works as described.  A bit bass heavy for me, but certainly top end of the market.  I bought two to go all in on apple and home automation (when they were on sale).  I returned a week later.

There just isn’t enough integration with the IoT items I use and Siri’s functionality is also limited.

Might be right for you, but wasn’t for me.",limited by walled garden
Apple - HomePod - Space Gray,1,5,13 Sep 2020,Baldy138,Very loud and easy to operate. Lightweight and portable. Great value!,Nice!
Apple - HomePod - Space Gray,1,5,13 Sep 2020,Turbo,"Setup was a breeze!   Works with all my devices on HomeKit.  I can turn lights on or off, unlock doors with just my voice!",Love it!
Apple - HomePod - Space Gray,1,3,13 Sep 2020,Chef4fun,"I am a huge Apple fan and wanted the HomePod to complete my Apple ecosystem, however I was disappointed by its connection performance. It works fine when you ask Siri to play music, but if I ask it to send a text, add anything to my reminders, or even make a call it says I am not on the same WiFi as my phone. It works once in a while randomly throughout the day. I know it’s not my WiFi because my MacBook Pro, iPads, IPhones, Apple Watch and Apple TV all have no problems answering my requests. I bought this primarily for the hands free messaging that Alexa and google can’t do, so to pay the price that I did and not get flawless functionality is highly disappointing.","Good sound, but has connection issues"
Apple - HomePod - Space Gray,1,4,13 Sep 2020,CarloBoss4sho,"I mainly bought the HomePod because it's the only portable speaker from Apple. I didn't necessarily need the additional home fonctions. It is not user friendly at all. I was expecting it to be louder. There's no setting to play it outside, for example a backyard or patio. Overall it's a good purchase. It's serving its purpose.",Good enough portable speaker
Apple - HomePod - Space Gray,1,5,13 Sep 2020,DavidInBoca,"We have had a HomePod since the were first released. I saw this one at Best Buy at great price and grabbed it. Adding a second one in a stereo configuration (one of the options) and now we have a really amazing sound system that we control by speaking to it. It's not yet perfect at understanding what we ask but always improving, When we were kids, speaking to a computer was only a thing on the TV series, Star Trek.","So Good, We Had to Buy it Twice."
Apple - HomePod - Space Gray,1,5,13 Sep 2020,Tcostain83,This speaker is very awesome has a very nice sound and looks nice it is a bit heavier than I expected but I love it,Apple quality
Apple - HomePod - Space Gray,1,5,13 Sep 2020,zach1504,This speaker sounds phenomenal especially if you pair it with another HomePod.  I got a black and a white one.,Great sound quality
Apple - HomePod - Space Gray,1,5,13 Sep 2020,Grinner,"Great sound quality, ease to use & takes up very little room.",Great sound from a little piece of equipment.
Apple - HomePod - Space Gray,1,4,13 Sep 2020,Telo22,Item came fast. Satisfied so far and looks very stylish.,Great clearance price
Apple - HomePod - Space Gray,1,5,13 Oct 2020,Joey8697,It’s a pretty cool device to have in your home. The speakers are amazing and crystal clear.,Home Pod
Apple - HomePod - Space Gray,1,5,13 Oct 2020,Kent,"The HomePod sounds great.  I got it on sale for 199 and feel that was a decent price.  My music is mostly ITunes music, so it’s easy to play this music from my iPhone, iPad, and Mac using Airplay and picking the HomePod device.  Unsure if I will keep Apple Music after the free trial expires.",Sounds Great - Great for Apple Consumers
Apple - HomePod - Space Gray,1,4,13 Oct 2020,howelbre,"I love Apple and Apple Products but they aren't always perfect either. The HomePod has great bass and the audio is really good but the bass can be overpowering and make it hard to turn up the volume to hear the music and lyrics without fear of the bass shaking the whole place. May not be the best to use if you live in an apartment haha. Wish this was also portable and hard a rechargeable battery like Harman Kardon or Bose products but I hear that's in the works...Still a good buy, especially when it's on sale!",Great but can be better
Apple - HomePod - Space Gray,1,5,13 Oct 2020,elStrockito,"If you're a fan of Apple products, this won't disappoint. We owned a pair of Sonos Play 1, which were also great but I've enjoyed the HomePod even more because: setup is much easier, it sounds just as good (actually, better in terms of base and depth of sound), it's a more flexible system - easier to move around and readjust and easier to pair with additional speakers (we purchased 2 HomePods), and of course, it's a smart device and it works very well with other HomeKit compatible devices. We're able to control all of our devices with the HomePod. The HomePod instantly became a part of the family or so my children thought as they seem to call out for Siri throughout the day, every day.",Great sound and smart features!
Apple - HomePod - Space Gray,1,5,13 Oct 2020,Derek,"This is my second HomePod and I love them. My intention purchasing these were for the speaker. I have music playing in my office all day and this product sounds great. Very simple to tell Siri what I want to listen to. I with voice control I can also decrease or increase volume easily as well as pause when I get a phone call. As I expand my smart home products, I also use it with home kit.",Great Sound
Apple - HomePod - Space Gray,1,3,13 Oct 2020,ChuckB,"To be honest I was expecting much more from apple. I normally am not the one to leave a review but I am a bit disappointed in apple on this speaker. Sounds good but the connectivity for this device is awful. It will sync then lose its connection, Hey Siri function isn't all that great either. Sound quality is good but the functionality of this device is awful. Buy Sonos",Not all that great
Apple - HomePod - Space Gray,1,5,13 Oct 2020,Louis,This thing. It’s perfect and smart and all around best package speaker I’ve owned,Love
Apple - HomePod - Space Gray,1,5,13 Oct 2020,Karinitaa,I love the sound quality and it’s a awesome product to have highly recommend it!,Amazing product
Apple - HomePod - Space Gray,1,5,13 Oct 2020,Sara,Great bass and sound quality! Very happy with this purchase,Awesome !!
Apple - HomePod - Space Gray,1,3,13 Oct 2020,MrsK,Works great as a speaker not much capabilities other than that.,Good
Apple - HomePod - Space Gray,1,5,13 Oct 2020,kcd16,Love the HomePod.  It's easy to use and the sound is second to none.,Better than Alexa
Apple - HomePod - Space Gray,1,5,13 Oct 2020,dena2,This is a wonderful speaker. I definitely recommend it for those who have apple devices such as iPhone or iPad.,excellent speaker with a great bass sound
Apple - HomePod - Space Gray,1,4,13 Oct 2020,Flamet,"I got this speaker at a discount price.  It is a good speaker but is limited.  You should be able to hook it up to stuff to get the full functionality of the quality within, but its locked to Apple.",Its Apple.
Apple - HomePod - Space Gray,1,5,13 Oct 2020,EGGY,Recommend this a lot for any indoor parties. The sound quality is amazing.,AMAZING FOR MUSIC
Apple - HomePod - Space Gray,1,5,13 Oct 2020,FlamingoFL,Excellent sound quality and flawless Apple Music integration.  I have it in my office (telecommute on a regular basis) and have loved every minute with it. Highly recommend.,Excellent sound quality
Apple - HomePod - Space Gray,1,1,13 Oct 2020,Tori,I’ve had this thing for not even 2 years and it stopped working last night. My husband called Apple to see about getting it repaired and they told him the cost to repair was $20 less than the cost to buy a new one. Most expensive piece of junk I’ve ever bought...,Ridiculous - broke within 2 years
Apple - HomePod - Space Gray,1,5,13 Oct 2020,Jgalicia92,What can you expect!! Apple is the best !!! Get it!!,Apple is the best!
Apple - HomePod - Space Gray,1,5,13 Oct 2020,Nate,"The base isn’t pointed at the ground! It blasts the base into the air and it feels like it fills the space around you with your music! Also, when I leave my room and shut the door, I can barely hear it outside the room. I went downstairs and there was no thumping on the ceiling where most base subwoofers tend to launch the base. I can blast my music and not bother anyone!",The upward facing base is a game changer
Apple - HomePod - Space Gray,1,5,13 Oct 2020,ACsonic,"Like many many others have said, this is a very expensive item, maybe somewhat overpriced. At regular retail anyway. If you can pick this up on sale though like I did, more than worth it. The sound quality just cannot be beat. And if you have multiple Apple devices it’s a no brainer. Highly recommended.","Expensive, but fantastic."
Apple - HomePod - Space Gray,1,5,13 Sep 2020,Natasha,The sound on this Bluetooth is so unreal.  I am a person who loves the heat the bass in music because of my hearing loss.  I can truly say this Bluetooth speaker is GREAT but also the ease of Siri makes it even better!,Great sound...
Apple - HomePod - Space Gray,1,5,13 Sep 2020,B7Xenon,"I have Sonos PLAY 5’s with a Playbase, but they’re on an isolated VLAN. Using airplay with Sonos is a hit or miss. HomePod has no issues with airplay even on the separate VLAN. Speaker quality is between a Play One and Play 5. I also like playing music by just touching my iPhone to the HomePod. Looking forward to iOS 14 so I can use Spotify.",Great sounding speaker
Apple - HomePod - Space Gray,1,4,13 Sep 2020,JMC3,I have all Apple products so thought this would be a nice addition. Honestly you’re better off just getting the amazon echo dots. Speaker on the HomePod is MUCH better but it seems the amazon echo dots do more and are compatible with more devices. Definitely not worth $300.,Really only good for music speaker
Apple - HomePod - Space Gray,1,5,13 Sep 2020,Patti,"I recently purchased a HomePod from Best Buy & it is the coolest, most awesome device!  Ask Siri, and she’ll do just about any request you ask.  The sound quality is great for music, movies, etc.  This device has such great sound quality, so I purchased a second HomePod yesterday!  My home now sounds like a concert or movie theater.",Great sound quality!!
Apple - HomePod - Space Gray,1,5,13 Sep 2020,Minion,"Amazing sound and design. 
Nearly magical digital integration. 
Stand alone wireless outdoor audio solution. 
Removes amps, speakers, input source, and wiring concerns from your hifi musical equation. 
Seriously, only ten minutes from unboxing to your favorite voice command musical experience, any place in your home. 
Apple Music or AirPlay, if you have an Apple device, it is seamless.",Great mobile audio solution
Apple - HomePod - Space Gray,1,4,13 Sep 2020,Jblnatic,Love my home pod but wish sound was a little better So I own 2,Good small speaker
Apple - HomePod - Space Gray,1,5,13 Sep 2020,Bdubb0627,Awesome !! It really makes the house a lot better now,Great homepod
Apple - HomePod - Space Gray,1,5,13 Sep 2020,Tweetygirl,"I highly recommend this product, it has an amazing sound! Very worth it!!",Great Quality!!!
Apple - HomePod - Space Gray,1,5,13 Sep 2020,Djerock978,Got it on sale for $199.99 I am happy with the on sale purchase,Love it
Apple - HomePod - Space Gray,1,4,13 Sep 2020,mcf2020,"The Homepod has great sound. Its a very high end sound system with Siri built in. However I ended of returning it. I bought this thinking it could be used with other non Apple Bluetooth devices. Since it says it has Bluetooth built in, but I wasn't able to get it to work.",Great Sound
Apple - HomePod - Space Gray,1,5,13 Sep 2020,jpknudson,"This is my 2nd Homepod and it's music reproduction is excellent, especially in stereo!",Very good music speaker
Apple - HomePod - Space Gray,1,5,13 Sep 2020,Michael,Relatively easy setup including stereo pairing. Works well with iPhone and home network. Very satisfied and will continue to purchase more as needs expand.,Value priced
Apple - HomePod - Space Gray,1,5,13 Sep 2020,Kiko,"It’s really good, works perfect with apple devices And the sound it’s really good",Perfect
Apple - HomePod - Space Gray,1,5,13 Sep 2020,ACallahan,"As a multiple Apple device owner, I couldn't ask for more. The sound, connectivity and look is great. I'm thinking of getting one more to for surround sound.",Apple ecosystem staple
Apple - HomePod - Space Gray,1,4,13 Sep 2020,stick152,"Overall, I love the sound and ease of using Air Play from my iPhone and MacBook Pro.  However, handoff only works 2 or 3 times before it quits working.  Logging out and back in to my Apple account on the phone fixes it for another 2 or 3 times, but it just quits working again.

Please note that this is *very* likely a software issue and will likely be fixed at some point. 

Pros:
* Sound quality, clarity and volume are pretty great for its size.
* Air Play works well.
* Siri has been nicely responsive and helpful.

Cons:
* Handoff isn't working for me pretty much at all.
* They're pretty expensive, but you usually get what you pay for.","Good sound quality, but handoff is a mess."
Apple - HomePod - Space Gray,1,5,13 Sep 2020,GOAT4521,Better if you could actually use these as surrounds to an existing setup.,Great Speaker but would be...
Apple - HomePod - Space Gray,1,4,13 Sep 2020,Josh,"My wife and I got it while it was on sale to see if we liked it, the sound quality was very good and voice recognition worked really well. We don’t use Siri much at all and we had another Bluetooth speaker we use for listening to music, I suppose if we didn’t have that we would have kept the HomePod and enjoyed it.",It was a very nice quality speaker
Apple - HomePod - Space Gray,1,5,13 Sep 2020,Spyderphi,If you have Apple Music it’s a must buy! Great sound!,Amazing!
Apple - HomePod - Space Gray,1,4,13 Sep 2020,andreww,"Best sound among smart speakers. Even better than Bose bluetooth ones. But, no battery...",Excellent sound but no battery
Apple - HomePod - Space Gray,1,5,13 Sep 2020,aidanlafferty,"i can’t begin to explain why homepods are so sick. get two of them, dual speakers. tight. bye.",tight as frick
Apple - HomePod - Space Gray,1,5,13 Sep 2020,anner,What an amazing sounding Smart speaker. Highly recommended.,Superb speaker
Apple - HomePod - Space Gray,1,5,13 Sep 2020,Yeee,I got this on sale for $199 and love it. The sound fills the room and the base is pretty powerful. I’m excited to get another one and to be able to pair it with my Sonos system,Great sound
Apple - HomePod - Space Gray,1,4,13 Sep 2020,IBoughtAThing,"At first I was going to rate this a 3/5 because I was using it in my small office (6x8) and it was a little overpowering for the small room, especially sitting on the desk top. My main purpose for it is sound, I don't care at all about the Siri functions. I'll just keep using my power computer speakers in that room for now.

So I moved it out into a large kitchen/family room and integrated it in with 4 in-ceiling speakers in that room by putting it across the room on a shelf, and it tied in quite well and improved the sound drastically. The bass is significantly improved and makes the in ceiling speakers sound way better.

It sounds great in the kids bedrooms - way better than the little portable battery powered ones they currently use. We've set up an Apple TV & monitor on a desk in one empty room as a 2nd tv watching area and it works great for that. 

It's impressive how good it sounds alone but would probably be pretty amazing if paired with another in a stereo configuration, so that's likely in the future. I'd like to compare it to a Sonos airplay compatible set for similar pricing though.

If I could perform a lobotomy on it and take out Siri I'd like it better. I use ""hey Siri"" on my phone extensively while driving on hands free. Then I come home and do a fast and easy calculation like ""hey Siri what's xxxx plus xxxx"" and it stops working on my phone and the HomePod answers from across the room up on a shelf ""I'm sorry, I can't do that"", while my phone Siri is silent. I think I can disable it but the control interface isn't super great.",Sounds really great but had to grow on me
