product,verified,rating,location,date,author,content,title
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,5.0,Reviewed in the United States ,07 Nov 2018,Greg C,"I had a few issues with some of the ones I bought the first day they were available... but I got new ones and these are perfect. I am so in love with these things it's ridiculous. The only things I wish: -The ""Calendar"" card on the home screen would show me ALL of my events at a glance without me having to ask for my calendar. -Native support for Dark Sky as my weather source (with severe weather alerts) - the 3rd party app Big sky is an ok stop gap for now, but not good enough. -Added bonus would be Google tasks/reminders integration but that seems unlikely.",I love them!
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,5.0,Reviewed in the United States ,16 Oct 2018,Travon Bell,"Simple Review: Screen being 10inches is great when I’m watching Hulu and YouTube. I bought 2 and saved $100, 1 for the kitchen and 1 for my bedroom. I was driven to buy this when I heard it at an Amazon Store. Sound quality alone was enough to buy. Video chatting is easy and simple to apple or android devices. Philips hue smart bulb connected easily with “Alexa, discover devices”. The consistent carousel of content, reminders, upcoming events and news keeps me checking the screen throughout the day. It’s also simple to see my security cameras without interrupting the TV like I use to when I used the Fire TV. I’m waiting for a update for Netflix and screen mirroring. It’s a Great buy. PLEASE GET MAPS AND TRAVEL UPDATED.",OH my GOSH!!
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,5.0,Reviewed in the United States ,19 Oct 2018,Tea,I am very pleased with the new look and sound. The quality of the upgraded speaker and screen gives you that small TV look and sound in the Kitchen.  I'm looking forward to great experiences.,Love the New Look
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,5.0,Reviewed in the United States ,05 Nov 2018,Kindle Customer,"Once you get past which ecosystem to commit to, make no mistake, this Smart Display is really slick.....setting aside the fact that IMHO Alexa is better in a number of ways over the Google Assistant for these purposes, and considering I own both the Google Home Hub and the Show Gen 2, I have to say that the display size of the Show Gen 2 is a huge win/+.  Saying 'Alexa' is also easier and more reliable than 'OK Google' or 'Hey Google'. As for screen quality on this unit, very nice.  And the audio quality is very good.  I love the fact that you can get some thumping bass from this product too.  It's audio quality is sufficient to fill an entire room.  All the features that Amazon advertises for this product work pretty well, to really well.  It's not often that this happens..... The home automation aspects of this Smart Display are very good, to great.  It relies heavily on having the Alexa App on your smartphone, but I don't see this as a big drawback.  And the Mic array is particularly adept at hearing you correctly the first time.... I'm not going to do a deep dive on all the features....as Amazon's content on the site does a good job of this.  For the asking price, I think it's one of the best Smart Displays released so far this year.  And because I'm Prime, I get tons of content right off the bat, i.e. music, movies, apps, shopping, order updates 'Alexa', where's my stuff, etc. Google Home Hub sits in the bedroom.....Echo Show Gen 2 sits in the kitchen, where we spend 70% of our time.  Provided Amazon continues to push updates to this unit for some time to come, I think this experience will only get better and better!  Can't wait.",Awesome Smart Display
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,2.0,Reviewed in the United States ,01 Nov 2018,Robert Howell,"The sound on this device is great, much better than the echo that I have. My major complaint is that the screen constantly tells you to try this, look at that, do this, do that.  It's so annoying and I've only had it for a day. I think you can turn the screen completely off but why should I have too.  Amazon needs to give it the flexibility to be customize-able and not just their way, stupid.  I personally think this will turn a lot of people off. Still undecided if I'm going to keep it. 11-20-18 Update  this thing is going on sale Thursday the 22nd so don't buy it until then!!!!!!!!!!!! Amazon told me today they would not refund me the difference and that I would have to return it and reorder. Stupid but what do I know.",Sound is great but that's about it
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,2.0,Reviewed in the United States ,31 Dec 2018,Alex,"The Amazon Echo has not improved at all in voice recognition since the first generation. It's this bipolar extreme between good voice recognition and absolute horrific make you want to smash your head into a brick wall frustration. The Echo Show for what it is supposed to be able to do is incredibly inadequate and this is something that I feel should be obvious. This is 2019. Not 1995. We live in a world where even crappy cell phones can go back to apps that were opened ANYTHING that you're doing, is completely interrupted when you ask it something else, and then afterwards, there's absolutely NO WAY to get back to what you were doing without it starting over as if it totally quit the program AFTER you asked it to switch back to it. For instance, there's a built in web browser (Just so you don't think this is skill-related and maybe Amazon pass the buck). Let's say I'm browsing a page.. Could be anything like. Any page. I then say ""What's the weather like?"" It takes me away from the page to show me the weather and say it also of course. At the end if I say ""resume firefox"" or whatever it literally will go to the OPENING of the browser as if I had NOTHING open. Same with the Twitch skill. So I will say ""open <streamer>"" and it will open the stream. Cool. then I wanted to know the weather. Cool got the weather. But now Twitch isn't being shown, so I say ""resume Twitch"" ... it goes to the purple Twitch home screen ""X channels you follow are online. Would you like to see them?"" no. when I say resume Twitch I want you to !@&*(^&*^ resume what was playing before I asked what the weather was. This is so basic functionality it's not even funny. To continue the story, I then proceed to say ""Ask twitch for <streamer>"" TWENTY TIMES!!!!!!!!!!!!!!!!!!!!!!!!!! To which EVERY TIME Alexa says ""I dont' recognize that streamer name"" then other times it opens up Wikipedia to something completely unrelated that I DID NOT SAY. So I end up resorting to asking it to open Twitch and then tapping the options on screen as if I'm using a Tablet, completely defeating the purpose of a FREAKING VOICE ASSISTANT. Now a more simpler thing. With Google Home you can say ""Turn on the energize"" and it knows it's in whatever room it's in so it will turn on the lights with that scene in that room. Or you can say ""Turn on the energize  everywhere"" and it will turn that scene on in every room in the house. OR you can say ""Turn on the energize in the dining room"" while in the bedroom. Alexa? Not a chance. I mean yes. You set up rooms. Yes. You put Alexa in a certain room. No. She doesn't seem to know what room she's in nor can she turn on ANYTHING in that room without you being AS FULLY EXPLICIT.. ""Turn on the energize in the bedroom"" .. even though you're in the bedroom, because saying ""Turn on the energize"" is met with ""There are multiple devices with that name, can you tell me which one you want?"" then it's like defusing a bomb, because saying the natural response to that question ""<name of device>"" is met with ""I'm sorry. I didn't understand that."" Basically you have to GIVE IT THE FULL COMMAND as if it has absolutely ZERO understanding of language or anything else. In other words it's primitive as a straw hut in the middle of the jungle. Amazing idea, implemented boneheadedly awful. And sad to say this is why other devices are running circles around it. For all the features that Echo Show is supposed to have, it is ruined by it's complete incompetence at voice control. And once you realize that you cannot even REMOTELY talk to it like you'd talk to something that even TRIES to mimick human conversation, it still won't understand you half the time, as evidence by me telling it to go to the streamer that I just said once and it understood and then it fails to understand twelve times and I have to actually just press buttons to get there because the voice command is garbage. I pre-ordered the first Amazon Echo and still have it. The voice command has not improved AT ALL since then. Having a continue mode where it listens again for a follow up command is NOT better speech recognition. It's just code. You need better AI, by like a billion lightyears of a long shot. If it didn't perform the basic functions of controlling the lights etc. with learnable , though less convenient commands, I would return it. I don't even want to install additional skills on it because my experience using it to watch Twitch has probably taken ten years off my life. I'll just use the computer the old fashioned way because IT WORKS.",Completely Incompetent for Anything But The Most Basic Inquiries
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,5.0,Reviewed in the United States ,21 Nov 2018,Stephanie,"OK COOL so, I’m not a huge fan of lets s do a review, but I wanted to share for others who are still trying to decide weather or not to sir d the money... WORTH IT!!! Ok I’m like the smart home everything person. From Hue lights & plugs, to echo dots, microwave and prime tv etc etc Now I have the echo show MERRY XMAS TO ME 😎 It was soooo soooo easy to install and it automatically picked up all my smart home devices and my WIFI It immediately ran updates and works amazingly well. So far it has not caused the TV to pause like the cube did. A small glitch I’m sure Amazon will remedy someday. I gave my cube as a gift. Cube is killer if that’s your only echo device. So, back to the show!! The sound is great & it’s BIGGER than I expected which is a BONUS!!! The graphics are great and you need to speak clearly while your show is getting to know you... so far so good with the new SHOW... as I use it we will see how it performs. I bought a second for my father for Xmas so we have to wait to test the calling feature for show to show. But for show to cell phone it works great🙌🏼🙌🏼🙌🏼 Still you have all the features of the echo dot but better!!! You can watch tv, see online content re: recipes WAHOOOOO all you foodies So, if your contemplating this I definitely would say DO IT!!!! Hopefully they’ll come down on price in the future however, best deal is right now, Black Friday deal... 120.00 off when You buy 2 echo shows!! Happy turkey day Amazon..",PRETTY FANTASTIC DEVICE LOVE IT!!
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,1.0,Reviewed in the United States ,01 Dec 2018,Scott C. Parker,I have a problem with YouTube after about maybe a minute and a half it reverts back to the home screen and I have to reset everything to get back to the YouTube video I’m sorry but I find it very irritating and very much a problem,very irritating and very much a problem
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,1.0,Reviewed in the United States ,17 Jul 2019,Shopaholic,"Bought this on Amazon Prime day on July 15, 2019. I have all the other Alexa's in my home and set up is usually very easy. This was very difficult, it took us hours to get the sound working and that was turning it on and off and resetting the device numerous times. It worked for one day and then stopped. Called customer service the next day and they stated that many of the devices that were sent out for Prime day are not working properly and there is no volume. The resolution I got was, hold on to it for four or five days and hopefully they will do an update to fix it. No suggestion to send it back or send a new one. Basically keep your fingers crossed and hopefully Amazon will fix the problem on the hundreds of units that have already complained about this issue. When you're playing a video and tell Alexa to stop, it does not stop. You literally have to scream at it to go back to home. The suggestions and captions all day long scrolling are really really annoying, you should be able to change this! Putting your photos on in the slideshow doesn't work properly either. You constantly get Amazon backgrounds coming up. What a disaster this was in ordering! You would think a brand new item they would at least let you send back. Like I want to wait 5 days and hope that the problem gets fixed with an update? How can hundreds of units go out like this? This was a very unprofessional and horrible mistake on Amazon's part.",Issue with many new units sent out July 2019
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,1.0,Reviewed in the United States ,26 Jan 2019,Commander Schlock,"I have five Echo's and smart home stuff all over the house. I use my Echos daily for alarms, changing the heat/AC, lights, timers, weather, news and podcasts and as an intercom. I was expecting to be pretty happy with the Show, but out of the box it has potential that has yet to be realized, at least from what I can tell. First, I thought video news would be great. Reuters was what I tried. It plays, but then I ask Alexa to exit. Instead of stopping, it simply shuts off the video, but the audio continues to play. Seriously, this is annoying. I tried a few recipe skills and they were quite clumsy, difficult to exit and one even wanted me to sign up online. Hello, I want to do everything on the Show, not go to some website. Why is this so complicated? The constant stream of various headlines and ""trending topics"" is annoying. Can I shut them off? I have yet to figure that out. So, with all the hype on developing a ""delightful user experience"" why do we have to start from zero with a new medium/platform? Why can't Amazon or Skill developers apply good UI design and make this not just easy to use, but fun? I'll add more later, but first impressions do matter. My new iPad, Kindle and other devices were a lot of fun right away. This should be too. Sadly the experience is more like buying a fussy new printer than an innovative new device. I am returning this. It is nothing but a machine to play dumb games on.","Out of the box I am not impressed. Usability is subpar, many skills are gimmicks"
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,1.0,Reviewed in the United States ,01 Dec 2018,Sarasmith72,I bought this so i could video call on Skype and or face time or any other video chatting software and you can only video call alexa show to alexa show install the alexa app.  It seems a little ridiculous that you cant call any other platforms?  I am going to get the Facebook Portal instead because at least it uses a platform that is adopted.  Please let me know if I am missing something!,No skype or other video calling?
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,3.0,Reviewed in the United States ,16 Nov 2018,John Bedoya,"It is definitely a great improvement over the last echo show in regards to larger screen and the sound, which is amazing. I am actually amazed by how good it sounds. With that said, the really annoying banners are a distraction, moreover actually annoying. There is no way (That I’ve been able to see) to disable them. Even though I have my own pictures on the background those annoying propaganda banner keep coming up taking away from it. I purchased the product to use as I please, not rent it or leasing it to subject to see the display of things I didn’t ask for. I paid for the product and I pay for my subscription to Amazon prime and I should be able as the owner to choose what it’s displayed on the screen at all times. Other than that it is a great device to control your home automation and to play music",Could’ve been a great product
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,1.0,Reviewed in the United States ,04 Nov 2018,mrmcc916,Got a brick.  Now I am waiting 2 days for a new one.  If you get one and it is like this....don't go through support.  Just return and replace.,Hey Get a new echo and watch it stay on the ECHO screen
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,5.0,Reviewed in the United States ,28 Nov 2019,Jim Lewis,"I previously gave the 2nd. Gen. Show 3-stars for having no manual.  However, on actually firing it up, WOW!  I got it for two basic reasons: 1) to be able to display multiple named timers and not having to keep asking Alexa, ""How much time is left on my pizza timer?,"" and, 2) to be able to quickly ask, ""Show me the Front Door"" without having to fiddle with my smartphone or computer to see what's going on with my Ring Video Doorbell.  It works great for both purposes and is pretty handy for other things.  I like seeing any math calculation results displayed on the screen, too, as opposed to just trusting that I heard all numbers dictated to my DOT the right way. The display and sound quality are just fine as far as I'm concerned.  The device is on an open kitchen table several feet from any walls but the aluminum blinds on a kitchen picture window form a nice reflective backdrop to send sound forward. I bought the official Amazon plastic stand.  It holds the Show firmly enough but is kinda stiff to adjust.  A metal stand with more tilt and rotation may be in my future. One of the most annoying things, though, is the Discovery and Rotate Continuously modes.  I turned both off and it worked initially but when I had some quirks getting notified by my Ring Doorbell, I tried turning those display modes back on and now I haven't been able to turn Discovery and Rotate Continuously off since!  Hope to avoid the Factory Reset nuclear option.  What does work to give me a non-distracting blank screen is just to say, ""Echo, turn off screen."" The Ring Doorbell was a bit tricky to get working right.  Have a nice Linksys Router that does both 5 GHz and 2.4 GHz bands with the doorbell about the only thing on the 5 GHz channel and given highest possible router priority.  Figured since Show is not battery-powered and is close by router, I'd put it on the 5 GHz channel, too, the better to get notifications from the Ring Doorbell.  Bad idea!  Only when I put the Show on the 2.4 GHz router channel did doorbell rings trigger Show notifications (I could view front door video from either channel, though).  Figured when I pressed the doorbell, it began to hog 5 G channel to transmit video and the 2.4 GHz channel would be freer to communicate with router for video feed.  The notification and switch to video upon request are now pretty fast and reliable. In spite of no manual in the box, there is plenty of on-screen Show help available.  What does seem a little schizophrenic is the Settings interface on the Show, in the Alexa Android app, and on the alexa.amazon.com interface are all a bit different.  Would be nice to have more commonality of interface and more advice that one needs to go to the alexa.amazon.com site or whatever for some operations.  I liked the Show and the Black Friday Sales price so much that I bought Show 5's for our daughters but I forgot to uncheck the ""Automatically Link Device to my Amazon Account"" ordering option that is automatically checked as the default even when ordering as a gift!  I had to go to the alexa.amazon.com site to be able to ""factory reset"" the device ordered for the daughter to remove it from my Amazon account!  Crazy!  (told her if I saw anyone ordering baby clothes on my account, I'd know who it was!) Amazon has clearly put a lot of cleverness and intelligence into these devices, e.g., when I say, ""Cancel all timers,"" Alexa complies and cancels all timers set on the device, then reminds me that there is also one still running set on a Dot and would I like to cancel that one, too.  Or, not having adjusted to calling the Show ""Echo"" to distinguish it from the ""Alexa"" Dot, if I tell Alexa on the Dot to cancel a timer actually set on the Show, the Dot is smart enough to know about the Show timer and do what I asked, advising what it has done.  Would be nice, though, if it would stay on the timer screen upon request.  The count time is displayed in pretty large font - the name of the timer is ridiculously small, though.  The user ought to have a way to configure timer display and relative timer order and command running timer display by voice, etc. (""Make my Pizza timer full-screen and show me the last countdown minute."") So all in all, it seems like a great device for a bargain $150 Black Friday Sale price.  Still lots of bugs to be worked out.  Trying to find the interface and behavior that makes everyone happy must be a Sisyphean chore.  But the Show has no trouble understanding my voice at a distance over the roar of the kitchen exhaust fan.  It's performance has been great, so far. I do ask Alexa/Echo weather questions, directions and store hours, general knowledge questions, etc.  I did gripe to Amazon that when one asks the Show for directions and traffic, the Show only gives you verbally expected travel time with a traffic report and a hint of routing but you have to go to the Alexa app to see a map of a proposed route - ridiculous for a little computational device with a great screen connected to powerful servers.  I also asked Alexa several times in different ways for travel times and hours to a specific local Post Office and Alexa insisted on giving me directions to another Post Office about as nearby in the opposite direction that I wanted to travel!  I expect better on such things.  Will have to see how calendaring and tasking work and interface with Toodledo and Microsoft calendaring tools that I use. The other weird Amazonian thing was that I sprung for the $5 Amazon Smart Plug bundled as part of my shopping spree.  When I saw the order invoice, the price on the Show had been reduced to something like $132 and the price on the plug jacked up to $22-since the total price was the same and I did order a bundle with the Amazon stand, I had nothing much to complain about.  And the Show is a truly fine device at its Black Friday price!","In Spite of No Manual, One Helluva Cool and Useful Device"
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,5.0,Reviewed in the United States ,18 Nov 2018,Brian M.,"I’ve really liked the 1st generation Echo Show and so when I say the features of the 2nd generation I quickly preordered it. I replaced all 4 of my 1st generation Echo Shows with 2nd generation Echo Shows and repurposed the older ones. The screen is a big improvement on the 2nd Gen, you can really notice the size difference and the new screen looks a lot clearer. We use this for streaming cameras too and as a baby monitor and night and you can see all the detail you need to see. The sound is improved as well. I listen to Pandora pretty much all day long on the Show in my office and for the size and footprint of it the sound quality is great. I will say the one thing I noticed, as far as audio goes, when you ask Alexa to turn up/down the volume vs. using the button the voice command jumps what seems to be a couple steps and I find myself having to go over and turn it down manually if it has gotten too loud. I get around this gernally by saying a specific level i.e. “Alexa, set the volume to 4”. Overall I’m very happy I upgraded to the 2nd generation Echo Shows!",A Great Upgrade From the 1st Gen Echo Show
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,1.0,Reviewed in the United States ,04 Dec 2018,B. Lynn Stubblefield,"After trying this device for a few months I've decided that it is the most useless device offered by amazon.  The alexa/echo commands rarely work, tHe screen resolution is 1970's in appearance....I could go on but now I see that amazon has lowered the price substanially and I know why....",Useless device....
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,3.0,Reviewed in the United States ,20 Oct 2018,Drew Anderson,"Updates:  I have updated this and I gave it another star. There is an Amazon-produced youtube video that is worth watching.  However it isn't in the Amazon help, and it isn't referenced by any of the Amazon help. It gives some of the basics of the device.  I found it on google. You can find it by searching for ""Echo Show Basics"" and it is about 3.5 minutes long. If you watch the video, the device will be less infuriating and can easily be made less presumptive. In the book ""1984"" there was a telescreen.  It was always listening.  Always watching. I always wondered how these devices might come into existence and into peoples homes. I think that I just bought one.  Maybe I'm just afraid that I just bought one. BTW, I do have an Echo, and I like it. The Show, however, is another story. The default mode is for it to be constantly doing something on the screen, switching between ""cards"" which present separate types of information. I spent most of today searching for or figuring out how to turn things off. The home card/screen starts out with lots of stuff turned on. (That is the presumptive part.) Trending topics, sports scores, upcoming events, Discovery with Alexa are all on, but you can turn them off. The one thing you cannot turn off is the Try ""Alexa, ..."" hint at the bottom of the screen I searched for hours on how to turn this off.  It even displays when you are listening to music. (This is what ""infuriating"" is referring to in the title!) The default mode when playing songs is to show the lyrics.  There doesn't seem to be a setting in the any of the various settings options to change this.  However, if you tap the progress bar for a song while it is playing, it will bring up controls.  There is a ""Lyrics"" button.  I'm sure I just dense, but it took me a while to find this. I also feel much more paranoid about the camera than I thought I would, even with it disabled. I am not very happy with the device and wish that I never bought it.  Hopefully, it will improve over time. I understand that some competitive devices have a shutter. Some things I do like: The multiple timer screen is pretty nice.  But, if you set a timer on one device, the other device doesn't know about it. Sound is pretty good.  Another reviewer mentioned that the movie volume is noticeably less than the music or Alexa volume.  I also found this to be true. The display is good. Some things it doesn't suggest, but should: ""Alexa, go home"" ""Alexa, go to settings"" ""Alexa, turn off screen"" ""Alexa, stop streaming""  This will cause it to release the stream so that another device can stream something.",Presumptive and somewhat Infuriating device
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,5.0,Reviewed in the United States ,13 Nov 2018,Naomi,"For those who are debating an Alexa device with screen capabilities, this will depend on what you want to use it for. In taking the smart home plunge, I ended up purchasing 4 Echo Shows (2nd generation) and 2 Facebook Portal+’s for my home because I wanted both, PA & Drop in function, but also a primo video chat. Here’s why I have both: The Echo Show (2nd generation) exceeds the Portal + in overall functionality. It provides all of the features of the previous model and more. I wanted some (or all) of my primary devices to sometimes act as a PA & also be able to use the ‘Drop in’ feature when I am not home. I live in a condo and have an 8wk old puppy coming. Though I work from home, at some point if I need to go on a run or leave for an hour or two, I am still able to access the camera and speak to her if she’s barking at the front door. For now, Facebook Portal does not have this feature. With the Echo Show there is also no need for an external hub for most of my smart devices because it’s built right in. I’m unsure if Portal has this. With the Show, there is also direct access to the internet. Just ask Alexa to play movie trailers, Prime videos, etc. The display is nice, but I would chalk up the video calling and ‘Drop in’ quality to better than that of my security cameras (also high quality). The Facebook Portal+ display and AI camera technology far exceeds that of any other device I’ve used. I purchased this for the calling feature - which is its’ primary function. During a call, you no longer need to employ being your own camera man during the call - it’s completely hands-free and smoothly follows you around the room like a movie director. I was impressed by the range at which it accurately followed me and will even follow in the direction of your voice if you happen to step out of the frame. Very limited on other functions though and I expect more are soon to follow within the year once the ‘data breach’ blah blah stuff calms down a bit. Though the Portal does not support the PA & ‘Drop in’ functions that the Echo Show has, I can still control all of my smart home devices & groups with ease and employ all of my routines with no problem. If you’re looking for all-around functionality and more features the Echo Show (2nd) is the way to go. If quality video calling is the priority, then you can’t beat the Portal+ for now - it far exceeds everything else in that arena.",Echo Show (2nd) or Facebook Portal+? - Great functionality with the Echo Show (2nd)
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,5.0,Reviewed in the United States ,03 Nov 2018,TXEggplant,"*UPDATE* When I got this device, I brought my old Show over to my parents, who are in their 80s. They had a Dot before, so they weren't totally new to the devices. I had showed them how to call me on the Dot, and they used it to call other family members too. Once we got the Shows in both homes, it wasn't long before they were dropping in on me on a regular basis. I thought, at first, that it might be intrusive but there is a CLEAR tone that someone is dropping in and you have about 15-30 seconds before the view comes in to focus. I love it. They just dropped in to find out when we would be traveling to see them. My mom told me about the cookies she made and I could see my dad eating them LOL. I like to be able to drop in on them to see how they are. When I'm away from home, I like to drop in on my own house to see what's going on and make sure it's all OKAY there. It might take a bit to get your elderly parents set up on the Show but it's totally worth it. You can restrict access to certain times or completely. It's done by contact, not device. You can also set it up to go to your cell phone, I believe, with the Alexa app. So, my update is not just about the device itself (but the newest Show is AWESOME ... I didn't know if it was worth upgrading but it IS) but also about it's functionality with faraway loved ones :) The sound is AMAZING! A huge step up from the previous Show. I love the bigger screen!",*UPDATED* Great sound and great for those with elderly parents or distant relatives
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,1.0,Reviewed in the United States ,08 May 2019,Twit,"Would have been a nice device to have but did you really have to put your ""Try This..."" into it. Send it back after using it for only a few hours and spending a lot of time talking with Amazon techs to resolve the problem.  After a number of calls to Amazon I was finally told you cannot get rid of Try This... Stupid move on your part Amazon.  Like a lot of other people commented:  You can have a nice photo montage running and those idiotic Try This...  keeps showing at the bottom of the screen. Had high expectations for this device and you shot it out of the sky.... Nice move dummies",Stupid Reminders on how to use Alexa
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,5.0,Reviewed in the United States ,21 Nov 2019,Sheila S,"Purchased the Echo Show (2nd Gen) It has changed my life, or actually changed my 91 year old aunt's life. Thank you! Thank you! Thank You! This device should be marketed more to assist caregivers it is truly a life saver. The screen comes up with her prompts to take her medication everyday at 8pm and she seeks us out to get her medication. I am not sure anyone who has not done caregiving for a memory challenged individual understand what this means but it is life changing. Echo tells her to turn her favorite TV shows on, it gives both a visual and verbal cue so she is reading! My Aunt is reading her messages and she processes them and acts upon them. And we can drop in, ok that is a little more challenging but she is learning, still looks around for who is talking to her :). I leave activities for her to do and with nanny camera she is actually doing them. Turns out she is very busy during the day and not just sitting in her favorite chair sleeping. She is given down time during day to take naps and does take a few naps. She prefers not to go to senior center saying she prefer young people. She also does puzzles, sweeps floors, folds the laundry I leave for her, cannot put it away but she is folding it. She usually more active in the warmer months so as winter approaches I need to find more activities that Echo can provide. I am also learning how to program echo, I would like to be able to maybe put her favorite show on the Echo and at least let her watch Golden Girls once or twice a week. Amazon if you have not done this I implore you to continue to develop devices for memory challenged adults, technology is the future that will extend individuals ability to remain in their homes and or their family/caregivers homes. Once again Thank you, and I highly recommend people experiment with Echo Show, or Google Nest, or any device that provides home assistance.",Incredible Device for the Elderly with Memory Challenges
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,2.0,Reviewed in the United States ,07 Dec 2018,mswlogo,"We bought this for Grand Pa that can barely use a flip phone. We had to create an Amazon Account for Grand Pa in order to Import Contacts for Grand Pa because there is no other way to get contacts into the unit. We do NOT want Grand Pa's Echo Show using our Primary Amazon Account nor have access to our Sensitive Contacts that other people visiting Grand Pa could access. So we used a wiped un-activated spare phone and added Grand Pa's contacts there. Went to import Contacts into Alexa App which was logged into Grand Pa's Amazon account and it said you need to validate your phone number. So we had to validate it with my wife's phone. Bzzt that phone is locked to another account (the account we use for our Echo Show to talk to Grand Pa with). We also wanted other relatives of Grand Pa to be ""dropped in on"" (which is the easiest way Grand Pa could contact someone) by Grand Pa. That requires every one have an Echo Show. This is NOT for Grand Pa.",Smart Phone REQUIRED for Grand Pa
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,1.0,Reviewed in the United States ,14 Nov 2018,EMarieB,"I wanted one of these devices for the longest time...I don't know why!!!! To say I'm disappointed with this purchase is an understatement!  I really want to return this device and the tower echo and buy the Google Portal.  This thing is so limited its unreal.  I didn't know I couldn't access the internet to watch videos...this was not published well. I can't make video calls very easy either, it's always voice calls - even to those with the echo show.  I tried to get Alexa to tell me how to re-heat corn on the cob and she kept giving me recipes for corn on the cob.  Even when I speak slowly and articulate carefully, I still have issues.  I need to check the return policy...as I sit here writing, I'm more upset. UGH. Save your money and time - don't buy this device or the other echo.",Rethink this purchase...
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,2.0,Reviewed in the United States ,13 Nov 2018,Jesse K.,"I was super excited about receiving the 2nd Gen Echo Show today. But, after spending a few hours with it, I’m not that impressed. I’ll start off by saying the sound quality and output is amazing, other than that, I’m struggling to find a good use for it. I’ll give a full rundown below: Backstory: This is my first “screened” echo product. Originally, I was thinking this would have similar features to an android tablet. I wanted to use it in the kitchen and run some of my cooking/recipe “apps” on it. I somehow missed the memo that the Show is essentially an echo dot with a screen, and you can only choose from the limited “Amazon Skills” selection from the Alexa app using voice control. *In full disclosure and “TMI”, I’m on a strict low-carb/ sugar-free diet - the native recipe skill is almost useless for me...* I know, I know, you can watch prime and other videos on it, but I have no idea why you would want to watch something on a 10” tabletop screen when your TV is 10x bigger, or on a tablet that's 50x thinner... There is almost zero personalization available and everything seems to be locked down. Heck, I can’t even select items or information (like 5-day weather, news, calendar) to display on the home screen. Unless I’m missing something here, looks like the whole operating system literally just runs off the voice-controlled “skills”. Out of curiosity, I went ahead and ordered the Fire HD 10” tablet with “Show Dock”, and I'm glad I did... With the Fire Tablet, I'm able to run the apps I like and it's completely mobile. I don't have the sound quality that the Show had, but this can easily be fixed with a nice Bluetooth speaker.",About as much functionality as an Echo Dot with a Screen...
