product,verified,rating,date,author,content,title
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Sep 2020,GetSum77,Very simple and quick set up. I love all the different features.,Great device and easy to use.
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Nov 2019,Fortuna,This is not the first Nest product I have had. The whole Eco system compliments and integrates with each other. Smoke/Carbon monoxide detectors work alongside the thermostat as well as the Nest Hello doorbell. They all have the most comprehensive and easy to follow installation instructions as well as simple Wi-Fi connectivity steps. The app let's you see and control everything from your phone. Besides all of that these are very modern looking and state of the art devices to save energy and protect your home. Very highly recommended!,Best most intuitive WiFi thermostat I've ever used
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Aug 2020,unfinished,I love this product I have bought it three different times. I would buy it again and again,Best Ever!
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Sep 2020,GoBrewers,Worth every penny. Easy to install and easy to use!,Easy to install easy to use
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Nov 2016,Leslie,This was singlehandedly the best home automation purchase I've made yet. The nest is smart and efficient by learning when you leave and return so it can have the house at the perfect temperature for you. You can even set it from your phone just to make sure. The features are fantastic and we will continue to buy nest products to link with the rest of our home automation.,BEST UPDATE TO HOME
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Aug 2020,Gifter,Easy to install. Will help determine when we need ac and when we won’t. Easy to read and we can monitor our consumption.,Saving energy
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Jun 2020,Payrick,So far I am loving the gen 3 thermostat. I only use mine for heat therefore do not get the full use out of it but still love the app feature and the ease of use.,Love my nest products
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Aug 2020,Cj30,Amazing and easy to install...................Also may be purchasing other nest products such as the camera system,Great thermostat
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Sep 2020,Prajapatikinh007,"Very easy very flexible nice working 
I love thi product",Highly recommended
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Jul 2020,Larry,This is an awesome learning thermostat.  They are so easy to use and the support from Nest is also great.  Thanks for such a great easy to use product.,Great product easy to use!!!!
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Jul 2020,Prymetyme05,"I didn’t know how  I survived this long with out My wifi thermostat, my heat bill has improved significantly, I would recommend that you get one.",Can live without it
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Jun 2020,ctcinsj,"I had to upgrade to the latest Nest Thermostat to be able to support 2 stage systems.   Works as good as my old one, and even tells you which stage its using.",Great new generation of smart thermostats
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Jul 2020,Loly,"We replaced our old thermostat with this beauty and it works like a charm.
This is my first google product and it won’t be my last",Love it
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,4,23 Oct 2020,TT4213,Installer was very nice we had 2 nest installed one was hooked up wrong so we had no ac we had to call ac/guy to come fix,Nice thermostat
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Aug 2020,Juan,Great product. Works as described and makes adjustments and monitoring super easy using the app.,Convenience at it’s best
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Sep 2020,BEAV,Easy to install and use. Very happy with the product!!,Google Nest 3rd Generation
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Sep 2020,hpUser,Excellent. Responds on command and nice cleat display,Nest thermostat
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Aug 2020,ElectronicGURU,Easy to use and amazing with the smart feature. I can set it and forget it each season.,"Why don't you have this, I don't know?"
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Jul 2020,Supermario33705,I love this nest smart thermostat. I was able to install it myself and it pairs easily with my other smart home devices.,Love this product
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Sep 2020,Shah,"wish had a stainless steel back up plate
Nice product",Happy
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Sep 2020,AdnaN,Highly satisfied with Nest Gen 3 learning thermostat.,I see the difference in electric bill
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Nov 2019,Smashing,"The Nest 3rd Generation Learning Thermostat are simply one of the best purchases I have made for the house in a long time. They are very simple to connect to your HVAC Units. I called support and they actually emailed me back the picture I took of the wiring and told me which wires to use and where they go. Setup was a breeze. Had both thermostats up within an hour and programmed. The thermostat learns your habits and builds it schedule off of that. It is also awesome to be able to connect to them when not at home. Simple put, they are amazing.",Love the Nest Thermostats
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Sep 2020,sdbubb,Fully integrates with existing network of Nest devices.,Works well
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Jul 2020,Pocholo43,I don’t have to adjust the temperature every time.  Now it is program to work day and night at a different temperature,Never thought it would be this great
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Sep 2020,peter,"excellent we love it , grate energy saver perfect ....",one of the best
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,4,23 Aug 2020,Reflector,"I am enjoying it, but it does things that are not in my best interests like putting temp too low or high.",Good Thermostat
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Nov 2019,2Dees,"Very easy to install using Nest steps to connect to a/c / furnace wiring and in-home wifi. Monthly report emailed showing usage, comparisons to last month and accumulated ""Green Leaf"" points from economic energy use. Android app for remote access. You can set up various schedules for heat, cold or both heat-and-cold ... including a range setting that keeps temp between a high and low temp that you set, displays usage history for last 10 days with detail usage within each prior day, schedule fan-only run time up to 12 hrs., set ECO Temps when no one is home or turn ECO temps on manually any time, get reminders for filter change, and more. Overall, much more than I expected.",Fantastic wifi connected thermostat
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Sep 2020,Thegrinch3222,We love this product and it is great. We couldn’t ask for a better purchase.,Great!
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Nov 2015,puplecat,I was leary about this purchase and set up. But I installed it myself and it works. Very very easy installation. The directions were so user friendly. I love this thermostat. It senses when someone is near and lights up and shows the temperature in the room. I love the programmable features. I can set the temp in the house from anywhere in the world. I would definitely recommend this product.,Nest is the way to go!!
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Sep 2020,jollib,its easy to use. i have 3 of these in my house for 3 levels,dont buy anything else
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Sep 2020,Jeff,great product. easy to use. great upgrade to a smart home,easy to install and control remotely
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Nov 2019,bqaggie,"If you're a Texas resident or somewhere where you heavily rely on your HVAC unit, then I highly recommend a NEST.  It's programmable online, on a smartphone app & everything is so user-friendly. It was a breeze to DIY install. Took no time & you don't have to be a professional electrictian whatsoever. Rather than continue to waste money on a non-programmable thermostat, this is a MUST HAVE.  If you want your home set at a particular temp while you're gone, or if you change your mind (or the weather does) then you can simply adjust via the app.  So simple.",A homeowner's MUST HAVE
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Nov 2019,Bethko,We bought this for my parent's house. After the app told us we needed a pro to install it we were able to call the support line and the tech was able to walk us through everything! It's so easy to adjust and the cats can't accidentally change it like the previous thermostat! I am planning on installing one in my house too! I highly recommend this thermostat if you are looking to upgrade your thermostat.,Great thermostat!
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Nov 2019,bigfish4545,"Purchased to replace an older (but still working) programmable thermostat. Installation was very easy, about ten minutes. Another few minutes to connect to my wireless network and I was ""in business"". I set a program and things have worked perfectly since. I would highly recommend this thermostat to anyone interested in smart home tech. I liked it so well, I purchased a second nest thermostat for the upstairs master bedroom. Installation, connection and setup was the same as before. Now looking at other smart devices for my home.",I love it
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Aug 2020,SQ11,"It was well reviewed and I am hopeful it will be a great thermostat 
It looks great",Too soon to tell
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Nov 2015,spidernos316,"Having had the 2nd Generation for year, i had the chance to upgrade to this one, and it is AWESOME! Its operates the same but the screen is a little bigger and just seems to really pop out!",Best Thermostat!
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Nov 2018,AtomicClock,"Replaced what seemed like an ancient thermostat with insanely complicated controls and no way to set auto cool and heat together. This Nest unit has it all: tons of settings/customization and flexibility, wi-fi to change your temps from your bed or couch because you're as lazy as I am, and it even looks cool! Installation was SUPER easy and fast, and customer service was excellent! I contacted them with a couple of pre-installation questions, and actual human beings helped me out right away! I had to make sure I was still on Earth after that call, or at least not dreaming! Anyway, just buy it, it's awesome and way better than your old one without a doubt. Just check for compatibility first, their online tool can help you with that, so that you don't buy one and then complain that it doesn't work with your system, like other people who don't do their homework. ;)",AWESOME upgrade
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Jul 2020,MacMarine,"Works well, saves energy, and able to monitor AC remotely. Easy to install on newer systems, YouTube shows you exactly how.",Great upgrade for remote control of AC
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Jun 2020,Bella,I bought this because my daughter had one and I liked the style and the functions it had. I have a vacation home which I can now monitor through my phone. Love it!,Great investment!
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Aug 2020,Dev84,It’s been great. Very quickly learned my patterns. I mostly Chang temp through app,Great product. Easy set up
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Jan 2020,NotHappy,"This is a great device. So easy to adjust by either Google Home or of the Nest App. There is a lot of data that I have not explored, yet.  So easy to set schedules.  The display turns on when you walk buy. If furnace is running the background is orange. If the A/C Is running, background is blue. Easy to install, too.","Great device, why did I wait?"
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Sep 2020,Cary,"Great product!  Accurate, easy to install and use.","Accurate, easy to install and use."
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Aug 2020,DanV,"Great great great, Will recommend to family etc etc and blah blah blah and such you know!",Amazing
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Apr 2020,Crystal,I would definitely recommend this over any other smart thermostat It knows when you leave the house and you can put it on the schedule as well and I love that you can buy additional sensors to sit as the master temperature to go off of,Smart thermostat
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,4,23 Nov 2019,VariyaHemani,Not bad. Does the job. So we shall see how long it last.,Ms
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Nov 2015,FrankB,"Anyone that has a home, I recommend the Nest 3rd Gen, Learning Thermostat. It just works and if you have the other products (Cam, and Smoke Detectors) they communicate with each other, I could turn on the thermostat from my phone, from home or at work. It also knows if im home or not, so if I go away and left it on, it turns it;s self off. Great! This is an A+. SKip Geek Squad protection because Nest backs up the product and will replace it, if somethings goes wrong with it within 2 yrs.",Nest 3rd Gen is the best
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Nov 2017,TeslaNinja,"We love our Nest. The ability to adjust the AC away from home is great, especially when the summer sets in those 120 degree temps destroy our electrical bill. The smart features are ok, but our schedule is too variable right now for this to be very helpful (when on, the nest tries to predict your schedule and adjust the temp based on what you seem to like - this only works if say every Monday in your life is uniform - ours is not with 2 young kids, variable nap times, activities, etc). You can make your own schedules if you like as well. Set up was pretty easy. I like know tech fairly well, but I am no electrician. Nevertheless, an online video or 2 and we were up and running w/o having to spent 200 bucks on an electrician. If you like, you can have the nest sense when you are coming and going (using GPS on your phone). Nest has a nice program that has our cameras, nest protect (smoke detectors) and nest thermostat all in one place. This is nice, esp when on vacation and checking in on everything. Sometimes I wonder if an Ecobee 3 would be better with its individual room temp sensing technology but overall I like the nest ecosystem so I am happy with the purchase.",The nest is great
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Sep 2020,SonyaA,Great upgrade also works to combine two separate units,Great upgrade
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Sep 2020,Arby210,Liked it so much I bought another for my parents home.,Great
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Dec 2019,chef55,A+ great but do not over tighten screws!  If you over tighten screws on the mounting plate the main part will not snap on because the mounting plate needs to be perfectly flat.  Even a slight warp not visible to the eye will make the main part impossible to mount.  Other than having to solve this issue I give this product 5 stars because it works so very well.,A+ great but do not over tighten screws
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Sep 2020,electron,Easy to setup. I like the ability to remotely configure it over WiFi.,Great thermostat
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Aug 2020,Jmp369,Installation was easy and she was crazy because she can control everything through the app,Best decision ever
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Aug 2020,JonnyB,"Great unit for home automation. Fairly easy to use, with extremely easy to read dial",Home automation
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Jul 2020,Juda19,Helps you keep control on your AC as well as the options of ECO that helps you save energy when you are not at home.,Great device
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Aug 2020,Bobo,"Very pleased with this Nest thermostat, it saves energy, time and makes my space confortable",Outstanding
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Sep 2020,DJAdam,I love my nest! It’s very easy to use! Also easy to install!,Nest
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,4,23 Nov 2018,Gadgetgeek,So far so good. I like you can adjust the temp from your phone.,Gadget geek
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Jan 2020,PRINTER,"Thermostat was easy to install and set-up.  Now I can control temp from my phone and after a week or so of turning up the heater when I get up for work and it's cold, the unit has learned to do this on it's own!  Also, I applied for and should receive a $75.00 rebate/bill discount from Southern CA Edison.","Easy install, operation, and Rebates!"
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Aug 2020,JenyB,Great thermostat. Feel like it is learning our habits and have used less ac/heat since last year.,Nest Learning
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Sep 2020,Jg731,Easy to install and very user friendly. We love it,Awesome!
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 May 2020,Bert,Worth the money the older one that came with our home sucks. This one is sweet it actually learns and is very easy to install I thought it was difficult but self explanatory with the app.,Worth it
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Jun 2020,Mikelacrowell,This thermostat helps maintain a certain temperature throughout the day.  I love the fact that you can turn it on from your office or even turn it off.,Saves energy
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Jul 2020,thebestbestbuyreviewer,"It was able to connect to all functions of my condo, which include AC, 3 speed fan, and radiator heating.",Best thermostat
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Nov 2016,CathyB,This is what should be put into all new homes. It saves energy and after a few adjustments it will go to the temp you want. You can adjust this from your phone!,Real smart
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Nov 2018,Fortyfour,"Installed to work with hydronic baseboard heat only. Ugh! Had me worried as so many different settings to choose from and nothing specifically noting hydronic heat just “radiant” heat. It did take some time to learn (not sure if because of type of heating system) so I thought it wasn’t working initially and I kept changing the settings which didn’t help. Almost returned it. Best to set it up and forget it. I found the app a little buggy (iPhone 6s). Sometimes when away it had me logged as being “Home” so I took the “auto scheduling” off. It learns the times you prefer your heat turned up and down anyway so once I got that figured out, all was well. Didn’t have to touch it after a few days. Some learning curve but totally worth it. Customer service was also responsive and took time over phone to ensure all was set up properly. The price can be shocking but if you’re into cool gadgets and wanna change your heat setting from anywhere using an app, it’s for you.","I hate, like, love it"
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Nov 2019,NewHomeOwnerinMD,"I recently purchased a home and one of the first purchases I made was the Nest Thermostat. I loved its ease of installation Since I installed it myself. It is not only programmable, but that it knows when I’m home and when I’m not. It sets itself to ECO mode while you’re away, saving energy and my wallet! I’ve always wanted a Nest Thermostat and it has definitely lived up to my expectations!",Best thermostat I’ve used!
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Sep 2020,TT123,"I bought two Nests, one for each floor of the house. After the installation, my power bill has dropped anywhere from $150 to $300 depending on the month. My house is fairly large, and it was built 30 years ago, heating and cooling the house is just as easy as before and SO much cheaper. In the first four months, the savings paid for the devices. They were basically free. It is also a nice touch to be able to adjust the temperature from your phone if you wake up in the middle of the night from being too hot or too cold. Also, it worked well on maintaining an economic temperature when we were on vacation. It was a comfortable temperature when we arrived home as well. I 10 out of 10 recommend this product to anyone!",SAVES SO MUCH MONEY
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Nov 2019,Zachary,"This replaced a defective Honeywell that we had upstairs. Computer to the Honeywell in installation this wins hands down. Entire process took less than 10 minutes, compared to almost an hours fighting with Honeywell’s extensive set up process and the wiring. When it comes to performance and interface, again this easily wins. I would highly recommend this over any of the other products on the market for the normal home owner.",Easiest smart thermostat to install!
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Jan 2020,Randy,"I got this cause I am away from my home time to time, it will go into ECO mode and use less heating oil as if I am there, it has a Home mode and a Away mode, plus I can change the temp from my cell phone, it know if I am home. It tells me the temp outside also, this is a Neat thing to do.

This is for my home in St. George, UT",Nest Thermostat 2nd unit
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Apr 2020,Kaimi,Purchased a Nest Thermostat with incentive from Entergy and the system worked well for about 8 months. The system malfunctioned. I notified Google regarding the event and they just sent me a replacement device.,Ideal for Smart Thermostat
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Aug 2020,Drice,We bought this to upgrade our original thermostat. So far it has worked great.,Good buy
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Nov 2019,GuyinGwynedd,"Replaced abut 10 year old thermostats that were high tech ""in the day"", and wow! This is amazing! I have a two-zone system, and they communicate to each other. The house seems at a more constant temperature than before. The app is cool to tell how much energy we are using each day. I like how it knows that we are not home and lowers the temperature automatically. We are also replacing our heaters, and the installer said that these thermostats are far and away superior. His comment: ""They do things you are not even aware of, like monitoring the outside temperature, and coming on early to bring the temp up in the home earlier on cold days to reach target temperature when you wake up."" So, wow!",Great tech for my home
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Apr 2020,JFR1019SATX,I had a first generation Nest that worked really well.  After moving into my new home I purchased 3 of these units.  Works great and I can control them all from one swipe of an app whether I'm at home or away.,LOVE the Nest Therm
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Jan 2020,ExcellentBuy,"I have one for my downstairs and have been using it for almost 2 years. These are great, I was able to identify problems with my AC unit by monitoring the hour usage. This thing has saved me many dollars so I decided to replace the existing thermostat I have upstairs with a Nest. Just cannot say enough great things about it!",Excellent Thermostat
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Aug 2020,Chad,We love our google nest. We have it set in a schedule.Also it was very easy to install,We love google nest
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Jul 2020,OfficerJenJen,"I love this product! It's super easy to use and I love that I can control it remotely, as well as set up a schedule.",Easy to use
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Jul 2020,Billy,This is a good product. I have used these before and I like that you can see the history on the nest thermostat.,Good thermostat
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Jul 2020,Wieser33,I installed this the day it arrived. Had it over a month and it seems to be working great. Set it and forget it.,So far so good
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 May 2020,Phrdjr,Was a little difficult installing took a little time but figured it out after a while but I must say this thermostat is awesome. A plus for all your upgrades to your house.,Perfect
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Jul 2020,EdenEcho,Great product with a super Easy installation. Step by step instructions and all tools included in the box.,Great product !
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Jul 2020,Bigriver,Easy install and setup. Allows programming and manual sets. Great to be able to manage even when away from home.,Easy to Use
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Jun 2020,Notatechguy,The learning part of the thermostat takes a while to get use to. There are some neat features like fan run times and several others.,Nice thermostat
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Aug 2020,Jayy,I love this thing its awesome if you been thinking about getting one just do it,Love it
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Mar 2020,croc297,"3rd generation -- smart home/wi-fi compatible. Easy to install -- ""learns"" well -- great device -- if you buy at best buy and they know your home zip watch for the link to rebates for this device from the energy/utility company","Easy to install -- ""learns"" well -- great device"
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Aug 2020,mjsmith625,"Easy to install, efficient to use! By far the best thermostat on the market!",Best Smart Thermostat on the Market
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Aug 2020,Cruiz,Works great with no issues. Easy to install and looks nice on the wall.,Great for home owners
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Jul 2020,Mason,"Nice color, ease of use, so many features and options. Being able to change when out of town is a great feature.",Excellent smart thermostat
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Nov 2016,ParaD,"The thermostat was easy to install and is very convenient. If you are getting other products for a ""Smart Home,"" I recommend buying all the same brand. I purchased a thermostat, cameras and carbon monoxide detector. The app and devices are all very user friendly. I used the backplate in one location and installed a second one in another location without the backplate. Be advised, the Nest video history is available for a 1-month trial. Following your trial period there is a monthly fee. If you prefer not to enroll you can only view real time video (no history).",Excellent Thermostat
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Feb 2020,Cowshed,We are using less fuel snd the house is warmer in frigid weather! Preheating means the house is already warm when I come downstairs and get out of the shower. No worrying that I forgot to turn down the heat.  The unit was easy to install. Like it so much we bought another.,Great fuel saver
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 May 2020,Mymo,Been wanting a Nest for a while and finally broke down and purchased one. Installation was easy for this beginner using the app. I would highly recommend this product!,Quality smart thermostat!
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Nov 2019,Jtmiz,"I was having a problem with my thermostat being in the hallway because the temperature is usually cooler than the rest of the house so with the generation 2 I would just run the fan much more to get the temperature in the hallway to feel like the rest of the house. But finding out that nest came out with a temperature sensor that I could place outside the hallway I knew I had to have one. The only thing is, generation 2 did not support them. So I bought the 3rd generation to be able to use the temp sensor. Now I rarely need to run the fan because the rooms I keep the sensors in cool and heat the way I want!",Great upgrade from a generation 2
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Jul 2020,Poru,"if you're looking into smart thermostat, this is the one!

I love Nest because of it's learning capabilities",Great for beginners
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Jun 2020,Spice,"literally took cash off my electric bill
 It learns so no more extreme adjustments manually saving unit from constant changes.",efficiant
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Jul 2020,TheGirlInBlue,I have had three of these. Work great! No issues. Love that I can pre program my whole week.,Works great
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Jun 2020,Shelly,Absolutely love this! I love that when I am not at home I can set it to come on and have the house cooled off before I get there!,Great thermostat!
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Aug 2020,Turtle,Works great and easy to use. Installation was very quick.,Best thermostat
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,4,23 Aug 2020,George,"Good features. Can learn and adjust accordingly. I like being able to change temperature on the go. Only issue is that the app is not very good at ""auto adjusting"" based on proximity to my house.",Great Smart Thermostat with some Downfalls
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Aug 2020,Proto,"Great thermostat, easy to install and app works great.",Great thermostat
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Dec 2019,Mh1488,"The installation was fairly easy. The thermostat I was replacing this with wasn’t a complicated set up so changing the wires by following the set up instructions worked pretty well. I love being able to control the settings without having to go upstairs. Connecting this with google home was very simple as well. Overall, I’m very pleased",Great thermostat
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Aug 2020,Gbite,Very easy to use.  Can control everywhere with cellphones,Excellent thermostat!
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Jun 2020,Susan,Lots of nice features. Too soon to tell. Easy to set up. Longer machine screws needed for install over steel electoral box.,Great so far.
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 May 2020,Lucho,Very easy to install and use. Set up took less thank 10 minutes and another 10 mounting it where my old thermostat was located. Definitely will suggest to to anyone.,Best thermostat ever
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Nov 2016,GuapoApo,"Wanted a connected thermostat, the Nest seemed to be the best choice after reading several comparison reviews. Installation was VERY easy (10 minutes tops-thank God I had a C-wire!). Set up was just as easy. They included a screwdriver, and not some cheap one either. It will be very difficult to throw it away LOL. So far operation has been great. Controlling remotely is a great feature!",So far nice product
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Jun 2020,Prynsess,love this product. The app is very user friendly and being able to control the thermostat away from home has lowered my electricity usage.,Easy to use
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Apr 2020,Kaikah,While I was out of town I was able to control the temp in my house to make sure my kids and my sister were comfortable. It also learns how I am and when I am home go save the most money. I love this product.,Amazing product.
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Jun 2020,Cjsmooth333john,Awesome thermostatA little confusing at first but once you figure out how to work it it’s awesome product and the saves you money,Awesome thermostat
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Jun 2020,MoeDaddy,This thing is so convient.  I use it in my vacation home.  Its really nice to be able to manage my HVAC system from afar.,Love it
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,4,23 Aug 2020,Ninho,"First of all, I ordered the BLACK, but I was given the MIRROR BLACK.. big difference. Anyways, I realized when I was home. Too late and lazy to return. Great device anyways.",Great Device
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,4,23 May 2020,Solo6000,This is my 3rd nest in 3 years.. The first one died and nest replaced it the next one the backing plate stopped working and nest is not helping due to covid19 so I bought another one and it’s been about a month but we’ll see... when this thing works it’s great but maybe I have just had bad luck so far..,Great when it works
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,4,23 Nov 2019,Bradd,I love everything about the thermostat it works wonderful they need to have a probably a tire compatibility with wireless AC I guess and also the learning thermostat portion isn't really learning it really just pays attention to when you change the temperature and then start scheduling at according to that it would be nice if it learned that you change the temperature to what the temperature is outside and learned that when the temperature outside changes to something that you would be changing the temperature up and down at learn from that instead of going from a schedule of when you change the temperature outside of that it's perfect but there is just a little bit of room for improvement there,"Great, but . . ."
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,4,23 Jan 2020,Johnny,"Easy to install.  It was smaller than my Honeywell thermostat so I have two small wholes on either side of the unit.  Could use the provided plate but that makes it look bulkier.
It’s connected to nest servers, so the other day, Nest/Google was having problems so I couldn’t connect with the thermostat using the app.  Had to walk over and manually change the temperature.  Just something to consider especially if the company goes out of business or stops supporting the product.  Keep your old thermostats just in case.",Small and shiny
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Nov 2019,LeeC,"This was purchased as an update to our smart home. Our first NEST was included with our electric company contract and it was a great way to monitor our energy consumption in a very hot and muggy city of Houston, TX. Years later, this 3rd generation was purchased to accompany our new AC system. There are new monitoring options allowing for sucking humidity out of the air and eeking the most out of the recycled air in the system. We are in an older home that is quite energy efficient and this tech would be doing us much better if we were in a newer home. I definitely suggest!",A Great Upgrade from Gen1 Nest
